id,conversation_id,created_at,date,time,timezone,user_id,username,place,tweet,replies_count,retweets_count,likes_count,hashtags,near,geo,retweet_date
1181396464729251841,1181345123730370566,1570501841000,2019-10-07,22:30:41,EST,2443145410,springdalehh,,Great job this evening!! I’m So proud to be a Conservative and to help support your fight for a better Canada.   Keep it up!,1,0,0,[],Newfoundland and Labrador,,
1174365528623853570,1174365528623853570,1568825535000,2019-09-18,12:52:15,EST,499099899,jimbennettnl,,Trudeau jumps ahead of Scheer as voters&#8217; choice for best prime minister  https://globalnews.ca/news/5913686/canadian-federal-election-best-prime-minister-poll/ …,0,0,0,[],Newfoundland and Labrador,,
1166650371697258498,1166650371697258498,1566986098000,2019-08-28,05:54:58,EST,1087374428,nathanmcanning,,Scheer’s tweet is actually code for: “we’ll cut taxes for the rich and axe social programs that people rely on”  https://twitter.com/AndrewScheer/status/1166082106834989057 …,0,0,0,[],Newfoundland and Labrador,,
1162323787356004353,1162323787356004353,1565954560000,2019-08-16,07:22:40,EST,35926848,captnjabberjaws,,"THIS VIDEO tho😍
CPC Leader Andrew Scheer shakes PM #TrudeauMustResign's hand yesterday in Fredrickton, NB with a face to face message:
""You need to stop lying to Canadians. You need to come clean (on SNC Scandal)."" 👌 Got my vote https://twitter.com/CPC_HQ/status/1162318083115159552 …",1,0,1,['#trudeaumustresign'],Newfoundland and Labrador,,
1161601730230067200,1161601730230067200,1565782408000,2019-08-14,07:33:28,EST,35926848,captnjabberjaws,,"PM #TrudeauMustGo, is my assessment correct?
Your Riding in Montreal is beleaguered by the most racist stories in years (think cop-Haitian harrassment, Religious Symbols legislation, French indoctrination, etc) but you belittle all non-QC conservatives as racist, nazi haters? 🤷‍♂️  https://twitter.com/CTVMontreal/status/1161001921458524160 …",0,0,0,['#trudeaumustgo'],Newfoundland and Labrador,,
1150084681423118338,1150081965200199681,1563036530000,2019-07-13,12:48:50,EST,26440769,trueanglican,,"All those who voted no need to be held accountable. How could this possible happen.  The episcopal church, which has a lot more conservatives , managed to pass their vote .  pic.twitter.com/uxOMPUVEQT",0,0,0,[],Newfoundland and Labrador,,
1148372152216895488,1148372152216895488,1562628231000,2019-07-08,19:23:51,EST,499099899,jimbennettnl,,"Does anyone think this guy looks like a Prime Minister? Doesn't sound like one either. Scheer vows to scrap clean fuel standard, calls Liberal plan a 'secret fuel tax'  https://www.cbc.ca/news/politics/tasker-andrew-scheer-clean-fuel-standard-1.5204091 …",4,0,2,[],Newfoundland and Labrador,,
1145657705404751873,1145657705404751873,1561981056000,2019-07-01,07:37:36,EST,499099899,jimbennettnl,,Calling out Andrew Scheer's religious extremism  https://now.uz/2NnL7cQ ,0,0,0,[],Newfoundland and Labrador,,
1143701400293167104,1143701400293167104,1561514637000,2019-06-25,22:03:57,EST,499099899,jimbennettnl,,Former PM Campbell rips Scheer's climate plan  https://www.cbc.ca/news/politics/powerandpolitics/kim-campbell-calls-tory-climate-plan-a-sop-1.5189496 …,0,0,0,[],Newfoundland and Labrador,,
1142194706266427393,1142194706266427393,1561155413000,2019-06-21,18:16:53,EST,32549510,garyhen9,,"I texted “Sarah” back and told her if she could type my name into her text, I’d vote Conservative. No reply. Sorry “Sarah”. Lol.  https://twitter.com/alanthomasdoyle/status/1142164764744806400 …",0,0,0,[],Newfoundland and Labrador,,
1141533965695762433,1141533965695762433,1560997880000,2019-06-19,22:31:20,EST,499099899,jimbennettnl,,"Conservatives rally around Cooper over 'goat herder' controversy, as Trudeau attacks  https://www.cbc.ca/news/politics/trudeau-scheer-cooper-intolerance-1.5182105 …",2,0,0,[],Newfoundland and Labrador,,
1137656363629338626,1137656363629338626,1560073388000,2019-06-09,05:43:08,EST,499099899,jimbennettnl,,"GOLDSTEIN: Andrew Scheer’s fighting history, not Doug Ford  https://torontosun.com/opinion/columnists/goldstein-andrew-scheers-fighting-history-not-doug-ford/ …",0,1,0,[],Newfoundland and Labrador,,
1135334551016955904,1135334551016955904,1559519825000,2019-06-02,19:57:05,EST,499099899,jimbennettnl,,"'Defence without being defensive': Scheer tries to blunt attack lines on racism, deficits  https://www.cbc.ca/news/politics/scheer-racism-deficits-liberals-trudeau-1.5157989 …",0,0,0,[],Newfoundland and Labrador,,
1130503107295744000,1130450468801601537,1558367919000,2019-05-20,11:58:39,EST,26440769,trueanglican,,"But I think that the report does show that being part of a close knit community .  Whether it be conservative or liberal religiously speaking, does tend to foster closer families.  Now the trick is when someone in the community fails to live up the the ideal.  pic.twitter.com/zVXSCNzSNh",0,0,3,[],Newfoundland and Labrador,,
1128884019553361920,1128884019553361920,1557981898000,2019-05-16,00:44:58,EST,499099899,jimbennettnl,,Majority of Conservatives favour pollution pricing: poll.... Andy Scheer may have to change his position even before he figures out what it is.  https://www.thestar.com/politics/federal/2019/05/14/majority-of-conservatives-favour-pollution-pricing-poll.html … via @torontostar,0,0,1,[],Newfoundland and Labrador,,
1128668289650057216,1128496275593125888,1557930464000,2019-05-15,10:27:44,EST,26440769,trueanglican,,"How interesting that white conservatives don’t consider it a miracle when minorities have more babies than they are.  Just like you can't tell a person they can donate an organ to save a life, you can't tell a woman that she has to stay pregnant!",1,0,1,[],Newfoundland and Labrador,,
1127347307123499009,1127347307123499009,1557615517000,2019-05-11,18:58:37,EST,499099899,jimbennettnl,,Jag Singh on CNN right now. Next Andy Scheer on Fox.,0,0,0,[],Newfoundland and Labrador,,
1119420584214106112,1119420584214106112,1555725639000,2019-04-19,22:00:39,EST,499099899,jimbennettnl,,"Ahead of federal election, imams at 69 Canadian mosques deliver message that every vote counts | CBC News. Yes. Stop Scheer's intolerance now.  https://www.cbc.ca/news/canada/toronto/canadian-muslim-voters-2019-federal-election-1.5105355?__vfz=medium%3Dsharebar …",0,1,0,[],Newfoundland and Labrador,,
1106054067141390336,1106018241548374016,1552538813000,2019-03-14,00:46:53,EST,26440769,trueanglican,,"Are we still talking about Hillary? Man she does not just rent Space in conservatives heads, she owns a mansion !  pic.twitter.com/SN3zz8MbTq",0,0,0,[],Newfoundland and Labrador,,
