id,conversation_id,created_at,date,time,timezone,user_id,username,place,tweet,replies_count,retweets_count,likes_count,hashtags,near,geo,retweet_date
1185973718759235584,1185939814169939969,1571593143000,2019-10-20,13:39:03,EST,1378640210,heathwcarter,,"I’ve long argued that the distinctions between “mainline” & “evangelical” are vastly overdrawn, & that it’s a big mistake to equate the former w/ “liberal Protestantism.” Many mainliners have identified w/culture & politics of the movement that gathered around Graham, Pew, et al.",1,1,8,[],New Brunswick,,
1185933336734244865,1185933336734244865,1571583515000,2019-10-20,10:58:35,EST,1108409429668646913,billd08205127,,"I read an interesting article, this morning. It proposed running
Michael Bloomberg for President. A TRUE billionaire,
SUCCESSFULL businessman and middle-of-the-road politician. Too liberal for the GOP and too conservative for
the Dems...very interesting.",1,0,0,[],New Brunswick,,
1185606485155500042,1185563104630980609,1571505588000,2019-10-19,13:19:48,EST,2616559854,juanbigbr040nyc,,"These aren’t the real residents of Queensbridge Houses , the largest housing project in the country , these are the white liberals who live in the surrounding $2500 a month condo’s in LIC . The real residents were thrown under the bus by AOC when Amazon left with theirs jobs .",0,0,0,[],New Brunswick,,
1185313772937863168,1185298945678950400,1571435800000,2019-10-18,17:56:40,EST,3777104237,sean0336,,"I am not a liberal, but I don’t support @realDonaldTrump . I don’t hate anybody for supporting him. But I am disappointed you do despite what he did and still does everyday. I hope you don’t hate me b/c I don’t support him, and I happen to think he’s a terrible president/person.",0,0,0,[],New Brunswick,,
1185013595878412289,1184716424540897280,1571364232000,2019-10-17,22:03:52,EST,406819179,vkravikumar,,Unbelievable and unfortunate by a liberal media,0,0,0,[],New Brunswick,,
1184923499502145536,1184898502561796103,1571342751000,2019-10-17,16:05:51,EST,354567754,revyoungskim,,"Amen. Alleluia! Time for all the Churches, faithful or un-faithful, Protestant or Catholc, Liberal or Conservative, to return back to Jesus Christ and back to the Holy Bible, the Word of God, Word by Word, without compromising with the worldly cultures, isms or philosophies.Amen.  pic.twitter.com/FCsESAq8LF",1,5,8,[],New Brunswick,,
1184596521846751238,1184576819309228034,1571264794000,2019-10-16,18:26:34,EST,169907554,vwaudiporsche,,I bet it is closer to 70% if AMERICANS were honest and not afraid of being physically attacked and the homes vandalized by lunatic liberals.,0,0,1,[],New Brunswick,,
1184565523100688384,1184565523100688384,1571257403000,2019-10-16,16:23:23,EST,3157727254,joeyeconomics,,Liberals are such dopes!  https://twitter.com/TrumpWarRoom/status/1184525452586692608 …,0,0,0,[],New Brunswick,,
1184416962279018496,1184270705917071360,1571221983000,2019-10-16,06:33:03,EST,2373059974,bankerkam,,"Having a plan, getting it passed into law and paying for it. Are questions Liberals struggle with. Being well-intentioned isn't good enough when the stakes are so high and the sausage-making is sure to create a bundle of unintended consequences. #TheMiddleClassKnows #WhoPays",0,0,0,"['#themiddleclassknows', '#whopays']",New Brunswick,,
1184053167853654016,1184053164095483904,1571135248000,2019-10-15,06:27:28,EST,19685647,zippy1981,,"I should probably fix that. That's not a particular goal of this temporary fast though.

I'll just say this is not the worst source of ""adult liberal arts continuing education""",1,0,0,[],New Brunswick,,
1184038374690213888,1183880901316362241,1571131721000,2019-10-15,05:28:41,EST,2373059974,bankerkam,,"Liz & Bernie are classic liberals. They know better than everybody, have all the answers, & they don't see us until a week before Election Day when they show up at our churches. Their grand one size fits all plans will increase taxes on the middle-class bc that's who always pay.",1,1,5,[],New Brunswick,,
1183514104969023488,1183433863357288448,1571006725000,2019-10-13,18:45:25,EST,985603014223331328,edkane15,,"I have two sons. One is a conservative Trump supporter, the other a Liberal Democrat. 

They are both very intelligent and I love them both to death. 
If you have a different political or social opinion, you are not evil, stupid or wrong.   You have a different view.  That’s all.",0,0,0,[],New Brunswick,,
1183387901054377984,1183387901054377984,1570976636000,2019-10-13,10:23:56,EST,1108409429668646913,billd08205127,,"In ""Donnie Fish Lips' "" lexicon,
""Liberals"" has come to mean
anyone who opposes, ""The
Great & Wonderful, Oooze"".
We are, now, in one of the greatest struggles, since the
American Revolution.
King George cared more for
our nation than Trump ever did
or ever will  https://twitter.com/stucam7771/status/1183313136167899136 …",0,0,0,[],New Brunswick,,
1183193524617043968,1183192392045715456,1570930293000,2019-10-12,21:31:33,EST,311835072,robtns,,Stalin wasn't a liberal by any measure.,1,1,7,[],New Brunswick,,
1183176784956796928,1182977262649393152,1570926302000,2019-10-12,20:25:02,EST,354567754,revyoungskim,,"It is the urgent time for all the Churches, Protestant or Catholic, Conservative or Liberal, denominational or non-denominational, faithful or un-fauthful, to return back to Jesus and to the Bible, the Word of God, Word by Word, without  compromising with the worldly cultures.  pic.twitter.com/7yYTL9dhjA",1,1,2,[],New Brunswick,,
1183116596740608000,1183116596740608000,1570911952000,2019-10-12,16:25:52,EST,2161574826,herrlejames,,"This is the kind of thinking on a typical day for a liberal—let’s kill babies to save the environment, and If you speak out against sexual immorality and the LGBTQ agenda then you’re a hater.  Liberalism is a disease.  Satan is at its heart...Jesus is coming  https://twitter.com/RealSaavedra/status/1179916969006362626 …",0,0,0,[],New Brunswick,,
1182381072115519489,1182381072115519489,1570736589000,2019-10-10,15:43:09,EST,2617638774,aritrac1984,,"If you can be silent on the murder of a child and an unborn, then you don’t have the right to speak either. STFU you damn liberals. Not only you are intolerant, but also intolerable. @PMOIndia @HMOIndia
#MurshidabadMurder
#MurshidabadHeinousCrime",1,0,1,"['#murshidabadmurder', '#murshidabadheinouscrime']",New Brunswick,,
1182257669442342917,1181941959209967617,1570707168000,2019-10-10,07:32:48,EST,2373059974,bankerkam,,"High is why I'm not on the Bernie or Liz Bus. Class liberals, who claim to have all the answers and then show up in minority neighborhoods and churches the week before Election Day.The first time Bernie was at the 16th Ave Church in Birmingham was 2016. Ally??? #DoubtIt",0,0,0,['#doubtit'],New Brunswick,,
1181640171797831681,1181570855349997574,1570559945000,2019-10-08,14:39:05,EST,1569566802,indicvedic,,"I understand. My intention is to question the liberal European states, where are they? This is in their backyard. US needs Turkey, not Erdogan. Completely agree with your message.",0,0,1,[],New Brunswick,,
1181245296912797699,1181245296912797699,1570465799000,2019-10-07,12:29:59,EST,770231748,aaloguirato,,FBI Crime Stats Slow The Democrat Anti-Gun Push  https://youtu.be/M15wdK5hgEA  via @YouTube These facts don’t care about liberals feelings!,0,0,0,[],New Brunswick,,
1181221162950508546,1181221162950508546,1570460045000,2019-10-07,10:54:05,EST,2285656308,danielmunoz100,,"Camden city councilwoman Felicia Reyes Morton decries ""North Jersey liberal outsiders"" and ""internet trolls"" for attacking Camden's redevelopment of the past 5 years (which was when $1.6B of the controversial Grow #NJ corporate #taxbreaks went to Camden businesses) pic.twitter.com/Uu9gF2VjhJ",3,2,2,"['#nj', '#taxbreaks']",New Brunswick,,
1180938699099394048,1180938699099394048,1570392701000,2019-10-06,16:11:41,EST,3268396142,greyghost587,,#Liberals #LiberalismIsAMentalDisease https://twitter.com/realDonaldTrump/status/1180333195763634176 …,1,0,1,"['#liberals', '#liberalismisamentaldisease']",New Brunswick,,
1180465535882055680,1180264097880969216,1570279890000,2019-10-05,08:51:30,EST,338050198,microtrip1969,,"Kinda f’d up. Even if he was carrying, which he never would have been (liberal), the way that asshole shot him he never had a chance to draw.",0,0,0,[],New Brunswick,,
1180306304059002882,1180221348402122752,1570241926000,2019-10-04,22:18:46,EST,354567754,revyoungskim,,"Time for all Americans, public or private, faithful or unfaithful, Christian or non-Christian, legal or illegal, Liberal or Conservative, Black or White, Yellow or Red, to be united under One God to protect America, One Great  Christian Nation, from all the evil spirits now.Amen.  pic.twitter.com/7MLEsSV99Q",0,2,4,[],New Brunswick,,
1180172955638214656,1180172955638214656,1570210133000,2019-10-04,13:28:53,EST,218289120,bobowidowicz,,"@OutnumberedFNC thanks for allowing @JessicaTarlov and other lost liberals to carry on while on air, it continues to prove their loss of capacity to understand the truth and simple facts.",0,0,1,[],New Brunswick,,
1179944938286538752,1179944037375266816,1570155770000,2019-10-03,22:22:50,EST,19685647,zippy1981,,Stop with your liberal etymology. The Greeks are made up.,0,0,2,[],New Brunswick,,
1178747777687474176,1178747777687474176,1569870344000,2019-09-30,15:05:44,EST,1108409429668646913,billd08205127,,"Very true. This entire political
quagmire began long before the 2016 campaign, when
certain politicians began hate-
filled rhetoric aimed at immi-
grants, Muslims, African-Americans and 'liberals'. 
They stirred-up an already angry base into believing that those groups are evil.  https://twitter.com/sminchicago/status/1178357114206609411 …",0,0,0,[],New Brunswick,,
1178657128921419782,1178657128921419782,1569848732000,2019-09-30,09:05:32,EST,1043187932402790401,jeanbdimanche1,,"Greta Thunberg meets Trudeau, tells him he's not doing enough to fight climate change  https://www.cbc.ca/news/politics/trudeau-greta-thunberg-climate-change-action-1.5299674 …",0,0,0,[],New Brunswick,,
1178326098175762434,1178326098175762434,1569769808000,2019-09-29,11:10:08,EST,24167294,stevenliberman,,Trump should be able to ask Zelensky about Biden because the DOJ and the Liberal Media won't do shit because Trump has to do everything himself.  https://twitter.com/JackPosobiec/status/1178304644541485056 …,0,0,0,[],New Brunswick,,
